task_losses,recourse_flow,dataset,model
3.292274822320076e9,3.292273812320076,close,io
7.549297871033596e9,7.549296861033596,close,io
981.5567562911156,0.0,close,io
979.0449868121066,0.0,close,io
1005.7822686203194,0.0,close,io
953.7187552956005,0.0,close,io
1001.6137979705838,0.0,close,io
1.61638442270411e9,1.61638341270411,close,io
948.8445418220458,0.0,close,io
991.6782156204066,0.0,close,io
925.5107176928323,0.0,close,io
1062.8047625261195,0.0,close,io
1.119228109785121e9,1.119227099785121,close,io
990.0193246963538,0.0,close,io
2.1256247419675303e8,0.21256146419675304,close,io
2.7618305029260116e9,2.7618294929260117,close,io
2.825607606823306e9,2.825606596823306,close,io
984.4236489655701,0.0,close,io
3.678061194926502e8,0.3678051094926502,close,io
947.1541153281789,0.0,close,io
984.0361536394731,0.0,close,io
985.9435232448278,0.0,close,io
2.7568548973690186e9,2.7568538873690187,close,io
941.5844286760644,0.0,close,io
2.672895883370936e9,2.672894873370936,close,io
5.863976917212117e8,0.5863966817212116,close,io
979.3990417144392,0.0,close,io
8.041118005987124e9,8.041116995987124,close,io
958.3551147660546,0.0,close,io
989.68019482041,0.0,close,io
1.8724264757948053e9,1.8724254657948052,close,io
1002.1962066739671,0.0,close,io
993.9881017467026,0.0,close,io
997.9486169685697,0.0,close,io
964.1292148584148,0.0,close,io
3.00083990329293e8,0.30008298032929304,close,io
1000.5303405243833,0.0,close,io
4.1253029638865485e9,4.125301953886549,close,io
5.575351020843422e9,5.575350010843422,close,io
2.643237390587183e9,2.643236380587183,close,io
2.062593851871222e9,2.062592841871222,close,io
997.6758884913675,0.0,close,io
962.544818370727,0.0,close,io
7.500553015745789e9,7.500552005745789,close,io
952.3059116804178,0.0,close,io
3.4806978822681403e9,3.4806968722681404,close,io
978.8734857332792,0.0,close,io
893.6789071950438,0.0,close,io
4.258613176750865e9,4.258612166750865,close,io
6.271260340520053e9,6.271259330520053,close,io
982.9233489673813,0.0,close,io
1004.8603065410266,0.0,close,io
951.8214624727673,0.0,close,io
965.617528247816,0.0,close,io
960.6519911892941,0.0,close,io
7.440995603863493e9,7.440994593863493,close,io
3.272271320942076e9,3.2722703109420763,close,io
2.289854176046242e9,2.2898531660462424,close,io
1008.4066132557973,0.0,close,io
1008.3985217879956,0.0,close,io
6.800705553818228e9,6.800704543818227,close,io
917.3226861292849,0.0,close,io
7.297824303691928e8,0.7297814203691928,close,io
989.5922637300125,0.0,close,io
4.0313484974586177e9,4.031347487458618,close,io
2.878546879782698e9,2.878545869782698,close,io
999.7652778836874,0.0,close,io
983.1373925834633,0.0,close,io
959.247698126152,0.0,close,io
3.900251517704393e8,0.3900241417704393,close,io
1.6783721171482372e9,1.6783711071482372,close,io
952.330987514635,0.0,close,io
3.5679692673881593e9,3.5679682573881593,close,io
978.1707590967351,0.0,close,io
3.3556910032711844e9,3.3556899932711843,close,io
985.480807785809,0.0,close,io
990.4312602601466,0.0,close,io
925.7876536665286,0.0,close,io
7.390854465225667e9,7.390853455225667,close,io
1001.5470420955501,0.0,close,io
1001.5845488194304,0.0,close,io
952.163245727723,0.0,close,io
990.9061273235163,0.0,close,io
981.4247127586611,0.0,close,io
974.1407122785746,0.0,close,io
7.863987467521307e9,7.863986457521307,close,io
962.4156946084927,0.0,close,io
4.650689029953606e9,4.650688019953606,close,io
3.973021580453073e9,3.973020570453073,close,io
952.1499116509979,0.0,close,io
969.070699230578,0.0,close,io
993.8443555984298,0.0,close,io
975.4107718516666,0.0,close,io
1002.0478225297342,0.0,close,io
998.8248161027932,0.0,close,io
1001.4980694064102,0.0,close,io
5.921171537151233e9,5.921170527151233,close,io
4.2748448212363234e9,4.274843811236323,close,io
1.103346112118586e10,11.03346011118586,close,io
1103.830368793737,0.0,close,io
2.5958895894571815e9,2.5958885794571813,close,io
977.1743299039069,0.0,close,io
1002.680334950102,0.0,close,io
956.1716427118143,0.0,close,io
963.7866513260127,0.0,close,io
883.6100624518574,0.0,close,io
4.953034501755932e9,4.9530334917559315,close,io
6.799266371497711e8,0.6799256271497711,close,io
958.2657906350073,0.0,close,io
4.263867679242191e9,4.263866669242191,close,io
1007.5280680415585,0.0,close,io
8.854479318123163e9,8.854478308123163,close,io
6.614268727651387e9,6.614267717651387,close,io
954.7386161986548,0.0,close,io
9.823785033572628e9,9.823784023572628,close,io
5.140864101773525e9,5.140863091773525,close,io
1009.7730107286741,0.0,close,io
2.906571570456629e9,2.906570560456629,close,io
2.576146305313367e9,2.576145295313367,close,io
972.7667548805783,0.0,close,io
1.1740424079541984e9,1.1740413979541984,close,io
998.3375533527691,0.0,close,io
5.294745817022263e8,0.5294735717022263,close,io
3.765531457898769e9,3.765530447898769,close,io
966.7198929160598,0.0,close,io
2.242143838750019e9,2.242142828750019,close,io
927.9880667753774,0.0,close,io
1.1446414390140605e9,1.1446404290140606,close,io
1002.7026128464902,0.0,close,io
998.1504616696822,0.0,close,io
937.1320146002809,0.0,close,io
995.0286859292295,0.0,close,io
2.5634933688107624e9,2.5634923588107625,close,io
2.568460524168495e9,2.568459514168495,close,io
1.7057007926143885e9,1.7056997826143885,close,io
1.9001515657563487e8,0.19001414657563487,close,io
4.595711076466467e9,4.5957100664664665,close,io
936.6838546609954,0.0,close,io
1004.7296585155901,0.0,close,io
957.8670046997659,0.0,close,io
3.5215299011481166e8,0.35215198011481164,close,io
1002.1090681258819,0.0,close,io
3.25911375243002e9,3.2591127424300197,close,io
904.5681231057108,0.0,close,io
976.3394784024022,0.0,close,io
938.1195787837078,0.0,close,io
959.5783556710667,0.0,close,io
998.7142151378977,0.0,close,io
1007.0508794817699,0.0,close,io
4.993964565280559e9,4.993963555280558,close,io
1000.1033640972686,0.0,close,io
926.4652524639838,0.0,close,io
3.233357508358611e8,0.3233347408358611,close,io
9.019332132941091e8,0.9019322032941091,close,io
6.030961099676441e9,6.030960089676441,close,io
1007.9494801768072,0.0,close,io
6.2616855106468935e9,6.2616845006468935,close,io
6.010196518888372e9,6.010195508888373,close,io
1008.1670156281779,0.0,close,io
962.6134404565171,0.0,close,io
7.793423064568632e8,0.7793412964568631,close,io
1.8226864037473857e8,0.1822676303747386,close,io
1.9050196944741006e9,1.9050186844741006,close,io
992.8711567992762,0.0,close,io
3.3504851969921904e9,3.3504841869921904,close,io
966.5038139109593,0.0,close,io
969.296592377885,0.0,close,io
9.701079824915925e8,0.9701069724915925,close,io
2.485508560027606e9,2.485507550027606,close,io
993.3739037873127,0.0,close,io
983.6769181819653,0.0,close,io
1007.3779247101704,0.0,close,io
996.8054737666604,0.0,close,io
912.312761266211,0.0,close,io
1001.1668268337137,0.0,close,io
995.9608816543455,0.0,close,io
6.604526170339478e9,6.6045251603394775,close,io
927.6691997321832,0.0,close,io
950.7326207469823,0.0,close,io
918.108716996789,0.0,close,io
6.966710551983349e9,6.966709541983349,close,io
968.6999323433035,0.0,close,io
971.7689580298215,0.0,close,io
977.3099265357846,0.0,close,io
1005.2243238100818,0.0,close,io
989.0176425101176,0.0,close,io
928.416021672727,0.0,close,io
975.9817165801367,0.0,close,io
948.1364842211689,0.0,close,io
948.902169768009,0.0,close,io
1784.2752093644867,0.0,close,io
4.635058420155397e9,4.635057410155397,close,io
928.298131690231,0.0,close,io
999.0519645670646,0.0,close,io
934.8331465444039,0.0,close,io
948.3837987028669,0.0,close,io
5.248476712755897e9,5.248475702755897,close,io
2.882693577598437e6,0.0028816835775984373,close,io
964.4899810589038,0.0,close,io
2.7237803001072454e9,2.7237792901072453,close,io
920.2294159330527,0.0,close,io
931.4765790320134,0.0,close,io
1.4529402795995257e9,1.4529392695995256,close,io
6.094257881945049e9,6.094256871945049,close,io
965.6735637138843,0.0,close,io
9.63511528435811e8,0.963510518435811,close,io
1.0032997186274252e10,10.032996176274253,close,io
978.8716129028915,0.0,close,io
1008.8173387319805,0.0,close,io
955.6798373857923,0.0,close,io
983.0361295369642,0.0,close,io
3.1941036451403823e9,3.194102635140382,close,io
6.63942170350646e8,0.663941160350646,close,io
4.951772602662973e8,0.4951762502662973,close,io
972.8502495018279,0.0,close,io
939.8660391442696,0.0,close,io
7.646098160874795e9,7.646097150874795,close,io
2.227593094752345e9,2.227592084752345,close,io
3.919687119285365e9,3.919686109285365,close,io
973.7903286964163,0.0,close,io
1.5108217950815773e9,1.5108207850815774,close,io
941.7819106104662,0.0,close,io
994.5869818500382,0.0,close,io
997.6972284188718,0.0,close,io
2.1300952478447587e9,2.1300942378447587,close,io
8.545981157235284e9,8.545980147235284,close,io
992.5527193241129,0.0,close,io
1000.6890818755221,0.0,close,io
3.2889840578471394e9,3.2889830478471396,close,io
988.7399891894804,0.0,close,io
985.0006953552643,0.0,close,io
971.3154527763483,0.0,close,io
1009.5013420232845,0.0,close,io
2.880684141171793e9,2.880683131171793,close,io
956.508610086512,0.0,close,io
946.3617111417163,0.0,close,io
944.3276747700464,0.0,close,io
3.462778804932137e9,3.462777794932137,close,io
970.6698728984464,0.0,close,io
3.50373422831195e9,3.5037332183119503,close,io
1.286761416627664e9,1.286760406627664,close,io
1003.5859040206968,0.0,close,io
4.804763572604551e9,4.804762562604552,close,io
3.0135967500148926e9,3.0135957400148925,close,io
6.214508366312348e8,0.6214498266312347,close,io
2.495387800168851e9,2.495386790168851,close,io
7.498391571671841e9,7.49839056167184,close,io
911.6646376090058,0.0,close,io
5.908200773595363e9,5.908199763595363,close,io
991.7386869805863,0.0,close,io
930.5723416999091,0.0,close,io
1.0342054090982859e9,1.0342043990982859,close,io
980.0290455737243,0.0,close,io
961.8985225107139,0.0,close,io
3.5524915103823905e9,3.5524905003823903,close,io
974.6219641940758,0.0,close,io
976.318885601782,0.0,close,io
893.7918112957135,0.0,close,io
993.0591393611286,0.0,close,io
6.869562364472736e9,6.8695613544727365,close,io
927.1757141481655,0.0,close,io
1007.8829122145612,0.0,close,io
980.9716572616032,0.0,close,io
964.9483411777318,0.0,close,io
955.6333625819925,0.0,close,io
1.0707897029717886e9,1.0707886929717887,close,io
1006.3835750514801,0.0,close,io
1.1370771920810459e9,1.1370761820810458,close,io
5.556034547141857e9,5.556033537141857,close,io
8.438611949986432e9,8.438610939986432,close,io
6.706953743327881e9,6.706952733327881,close,io
895.1675241276369,0.0,close,io
971.5547796051678,0.0,close,io
992.9718953634141,0.0,close,io
1000.8122832055426,0.0,close,io
937.5022923674748,0.0,close,io
915.9686844103061,0.0,close,io
984.071547168692,0.0,close,io
1.7470330724914563e9,1.7470320624914564,close,io
967.8485180126761,0.0,close,io
1009.8353058634569,0.0,close,io
4.825408706129475e9,4.825407696129474,close,io
3.260221010897746e9,3.260220000897746,close,io
971.5974115830217,0.0,close,io
989.0481003739604,0.0,close,io
942.6613314496897,0.0,close,io
8.267798175418302e9,8.267797165418301,close,io
1.1774525712662668e9,1.1774515612662668,close,io
955.6924963724682,0.0,close,io
932.420043921644,0.0,close,io
6.703051044871979e9,6.703050034871978,close,io
963.7791239776959,0.0,close,io
5.944214190441616e8,0.5944204090441616,close,io
979.2260393594045,0.0,close,io
1.7140364493506527e9,1.7140354393506527,close,io
999.9643629426814,0.0,close,io
953.687312753858,0.0,close,io
972.9331953886942,0.0,close,io
989.9319121709106,0.0,close,io
6.303678371498558e9,6.303677361498558,close,io
1.358518230025405e9,1.358517220025405,close,io
2.3744003625727944e9,2.3743993525727944,close,io
989.2904047104919,0.0,close,io
986.1244078907728,0.0,close,io
6.921193646437675e8,0.6921183546437675,close,io
1.6746242794344912e9,1.6746232694344911,close,io
958.1813808487736,0.0,close,io
989.7137538235258,0.0,close,io
1.3851460629792829e9,1.3851450529792828,close,io
1003.5043082457327,0.0,close,io
7.220297771815135e9,7.220296761815135,close,io
2.818349807947266e9,2.818348797947266,close,io
1088.9468989856157,0.0,close,io
954.391746744743,0.0,close,io
944.968623942139,0.0,close,io
978.3760291562533,0.0,close,io
997.8202184314852,0.0,close,io
4.659735094918157e9,4.659734084918156,close,io
3.324570602801851e9,3.3245695928018506,close,io
1.8313736491847353e9,1.8313726391847354,close,io
984.153123531471,0.0,close,io
965.9619855659748,0.0,close,io
1001.3280495005274,0.0,close,io
3.7279713739683676e9,3.7279703639683675,close,io
1007.4719018468262,0.0,close,io
4.472300672624821e9,4.47229966262482,close,io
5.920192789322209e9,5.920191779322209,close,io
9.630314190013908e8,0.9630304090013908,close,io
2.574557010781428e9,2.5745560007814277,close,io
1.1528533873711612e9,1.1528523773711612,close,io
978.3871758659028,0.0,close,io
986.8778085284607,0.0,close,io
1006.729246755271,0.0,close,io
7.530996310499655e9,7.530995300499654,close,io
3.1545444689570503e9,3.1545434589570505,close,io
943.2459193334632,0.0,close,io
2.7028676906604066e9,2.7028666806604065,close,io
5.047455922461745e9,5.047454912461745,close,io
5.338955047195293e9,5.338954037195293,close,io
1000.4973423526815,0.0,close,io
959.2729677294511,0.0,close,io
962.9999495249109,0.0,close,io
3.1312279212196785e8,0.31312178212196784,close,io
998.9849336086024,0.0,close,io
2.5234694539710264e9,2.5234684439710264,close,io
1.1904815563548531e7,0.01190380556354853,close,io
1006.0037472170384,0.0,close,io
958.6458479188865,0.0,close,io
9.454015801810217e8,0.9454005701810217,close,io
3.3612458728186088e9,3.3612448628186087,close,io
2.4814516267880807e9,2.4814506167880808,close,io
931.5519819230365,0.0,close,io
992.5611890085368,0.0,close,io
974.7132310666404,0.0,close,io
